Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
river,22648.23755,6.318063039,326.4678979,404.5611293,18.84038348,9.019837647,3.769503907,178.9932688,5.188776875,1
ocean,16827.19287,9.888402991,339.6345979194195,566.3307048,13.7912447,3.864142981,5.109312362,200.8296742,7.842979001,1
river,27977.67321,6.774609743,329.6193365,428.8327463,20.63807556,4.273821737,3.15755952,185.9250211,5.916930488,1
ocean,14304.76308,5.340088453,369.15397,471.6799014,16.42422724,4.080206548,5.100552354,173.9750271,5.72968912,1
ocean,26351.90377,8.426161104,331.3603430321766,505.1879288,18.92567419,4.299318898,3.791372588,191.5855655,7.38658182,1
lake,13312.44611,4.532979039,341.42206458248893,529.4590746,17.23787069,4.151389191,5.086698562,241.5738621,7.446225785,1
lake,17169.58438,7.984039196,344.1218987,385.0450026,16.84851167,3.871270211,4.833026694,220.0982788,7.753936118,1
lake,16679.33516,10.11046223,301.7464106,404.6591027,5.196716755,4.033652124,5.452362325,195.4233158,9.159660477,1
lake,22631.65773,3.440880124,297.1324489,357.4984593,16.1412859,8.781614209,3.837926004,246.8635806,7.496990927,1
river,18877.4939,4.344706918,278.2504359,447.2593533,17.55557785,3.99529155,4.317553512,230.1505401,7.542300167,1
river,25591.84098,10.189528,367.5963965,330.5504527,15.44784173,3.954858663,4.291668967,161.4787104,7.15905299,1
river,13615.10976,8.881111782,394.6583799,533.0402104,14.21737257,9.056881298,4.338056088,147.1798038,5.844673796,1
river,29228.33468,3.833901837,341.6406947,363.5707949,18.06501505,3.615020386,3.730792788,210.9294949,5.258414737,1
ocean,18463.72213,6.727918857,355.9714952,523.602714,12.08667531,3.828208733,5.42376733,212.7355853,7.420640789,1
river,16739.26664,7.861469473,335.14405890514024,518.977153,8.881999344,4.374737873,4.878944116,208.9203689,7.074251444,1
lake,18432.47652,12.2463941,370.1213847,288.3514711,11.87189981,8.783108238,3.709508878,156.3284648,8.189213851,1
ocean,30586.59266,8.040760159,327.681607203666,314.4258339,17.13236901,4.108766883,5.207683455,185.5676184,7.744130994,1
river,23884.13148,5.533208318,354.9593302,514.7330832,11.20553257,4.065836721,4.289236735,222.4839312,8.289857906,1
lake,15457.49866,7.669540026,318.1143946,376.3144459,9.422744515,4.033524469,4.134942729,213.5197221,8.025220021,1
river,26448.24509,5.77593291,322.451774,567.2016749,12.64196795,4.03779303,3.380360394,202.5378353,6.438421804,1
lake,17414.52062,6.839622493,276.7700977,346.5407289,12.50560143,8.88334271,5.12952782,204.6658287,8.205550719,1
river,23260.472,9.34562133,333.2713702,292.3158365,12.02486599,4.16887395,3.493053886,201.6516668,8.310373672,1
lake,25694.87371,4.300509255,301.7603856,442.7413888,16.88909788,9.167884434,4.814916877,240.8325285,7.833970824,1
ocean,20111.22595,7.446877056,354.8971312,366.8024836,19.72128766,4.002217688,4.617093489,220.6309721,8.142660401,1
ocean,23022.16895,7.536805721,356.756191,401.7409214,18.36357281,8.79197609,4.280792929,165.1356578,5.896432475,1
ocean,11842.75781,5.607450056,364.4584974,426.3695925,19.58832712,3.894238367,3.172375491,138.4318942,4.3107015,1
river,28723.61763,9.34147523,353.9761813,517.4366759,11.99277233,8.785452177,4.391731338,168.7240474,7.895769121,1
river,11579.1134,6.149493862,364.1102005,556.9562714,9.246907607,3.562459291,5.343285034,184.4806587,6.862995092,1
ocean,30168.6066,5.210780443,328.0447177732219,339.116587,14.94767555,3.797204333,5.109934758,213.6561777,6.30476863,1
lake,22374.82491,6.248929383,399.6172172,547.7021369,12.09791988,4.281356344,4.292042179,203.4088155,6.578680569,1
lake,34446.78226,4.90957289,318.9710813533792,343.2655565,14.26339638,4.189043496,3.742255944,266.4787427,8.96724411,1
lake,31073.03134,6.374708984,312.1031613,460.8942124,16.80599033,3.752039855,3.712681965,210.0461969,7.423088086,1
river,21736.9818,12.22717528,304.5285212,317.5833671,16.77956618,3.952248742,5.429266409,184.5574343,9.166758133,1
lake,19148.22474,11.93044797,390.8073613,374.9946896,9.901729763,4.266474911,4.375598892,151.9543007,8.468694415,1
lake,26807.11951,3.267984092,319.0743576,382.8798437,10.66503022,4.170189124,3.246794305,224.8094556,6.48615266,1
river,20864.34047,2.386653494,333.5280211631636,515.6312051,18.08100298,4.164540215,3.844230761,190.1534488,4.439095783,1
ocean,21093.9322,10.58550138,390.4090697,463.0193727,11.46282496,8.811520459,4.047380786,187.912476,7.79278353,1
lake,31315.61439,8.323040622,322.29731771292046,398.9188595,15.67420954,4.256337273,3.465331089,188.9113121,7.205218264,1
ocean,29123.7083,6.76511788,327.6975408,308.0860503,12.36029198,4.200956882,4.204699129,208.7314537,6.569053876,1
ocean,18038.47437,8.603296502,338.5823400633619,548.5744617,15.68282106,9.062206634,4.616088554,124.0073498,4.29168773,1
ocean,14126.59053,6.406814395,357.8159294,337.7730515,21.23789913,4.200272125,3.285186851,162.3005936,4.921093903,1
river,26012.48875,6.952008033,346.6287352,473.3300783,18.43783528,4.255134426,4.158248535,197.439216,6.727185265,1
ocean,32415.73362,9.178560477,319.2229356,407.7417133,12.12095586,3.766276624,3.730185467,148.9891464,5.757088957,1
river,29644.81361,4.179107963,328.5039211,310.7711779,14.33539517,4.153477185,3.865295967,217.3247995,5.842359064,1
ocean,19793.97187,9.681154303,323.351749,411.1474331,18.13780484,4.244961497,3.074799306,248.5677404,8.848103019,0
river,19679.06267,4.868479989,320.0123716,414.4270167,15.52277262,8.894778479,4.281313459,146.8656798,5.866250668,0
river,27062.06589,5.029568518,378.2417817,325.099756,13.78673733,9.174854409,4.585321994,171.8141968,7.529929503,0
river,16191.42609,5.254959291,335.3586807620744,564.2031775,18.44303119,3.779984586,3.085178509,190.5319471,6.649705311,0
lake,23590.31371,9.128797717,326.3348629,445.5626438,15.13778139,4.242880981,4.829323364,182.8190154,5.097786226,0
river,29032.7811,7.301735496,326.3000979,374.6757383,17.88587726,4.343022202,2.688643285,180.4450513,6.483994508,0
ocean,9544.862671,8.808246918,343.485533,378.1203925,21.7803731,8.800918268,1.910116645,199.6626368,5.669699209,0
lake,13227.05238,6.310902368,362.275707,409.7422238,18.27727726,4.381145984,4.244173211,203.0703085,8.127710424,0
lake,16879.52477,2.102690991,337.6327606457965,294.3100808,8.064296053,4.265361136,4.186726399,209.609618,9.106916915,0
lake,20855.27232,8.109311854,334.0274201,532.3111875,14.23601317,4.325968131,3.176432526,203.8843728,7.575757884,0
river,31080.43208,6.096360029,332.766156,369.0292128,17.53395379,4.025890385,4.43325661,207.1721681,8.246369054,0
river,16829.39304,10.59739483,335.1087510124937,456.2331895,10.15713862,4.385901086,5.06998277,126.7481003,2.945469061,0
lake,17694.57483,9.725321293,333.6395113,353.0699388,17.29373229,4.223214274,4.761700804,168.2833649,4.964070342,0
river,44499.72871,8.260928446,335.5098302,534.7114545,15.35087273,4.157265499,3.92659873,141.6223953,4.99139689,0
ocean,22557.6036,10.12033402,296.4251538,450.2956957,14.21581713,8.839278979,3.331786641,179.7025031,5.04562573,0
river,43536.02087,4.047620471,324.64617014416456,433.4760113,12.42739492,4.038355898,4.880512381,256.2019803,11.06945629,0
lake,14710.72283,7.261810761,359.2669618,535.6525599,11.77246443,4.223868752,5.164259921,169.7281695,5.775330889,0
ocean,13064.45059,7.625640811,358.3367601,549.827142,12.01586777,4.169736532,4.962329207,268.6792987,9.012100313,0
ocean,15105.3731,8.18081336,333.71087,342.9790126,13.8064055,8.924424508,4.037939155,145.483239,4.031610444,0
river,5477.347215,6.476056909,339.55602523300104,443.8947357,12.17852047,3.560887102,5.364172169,235.4664047,7.882123947,0
lake,33364.91812,5.687072313,324.0385057,443.5480065,17.76334283,8.782663124,2.88957811,219.92139,8.759488715,0
ocean,30013.70075,6.369370882,328.17928673808416,433.7443917,8.510882717,9.234835657,4.893656691,120.1019079,4.473882085,0
lake,13137.49076,6.173823145,320.323984,349.8160843,13.10989785,4.091027249,3.778022672,252.1484987,9.349469962,0
lake,23580.65729,6.611543403,285.192181,325.721747,13.47275776,9.008774683,3.806093256,220.1478891,6.862936026,0
ocean,24870.82594,4.925015362,332.6469768840518,441.0525706,19.09566367,3.94474476,2.80042812,208.1880859,8.261405952,0
lake,19550.29968,6.519062894,334.79559924703943,285.4124362,13.09326235,3.260474643,2.47667442,233.625145,8.860324242,0
river,16522.71575,3.99217136,310.8450723,487.6980521,17.22323749,8.882276598,3.530940955,243.6065076,10.16417334,0
river,9943.637599,7.723304587,350.7562609,374.7947194,16.66844562,4.19784327,3.923766075,164.0263403,6.039823242,0
lake,23603.50187,6.537028224,302.6986306,393.2934779,17.61522935,4.011287887,4.269753245,149.1227941,6.057904774,0
ocean,23951.10599,8.229992839,320.4837541,419.6622002,11.96407193,4.173241294,4.575578405,199.5979428,7.038347517,0
ocean,24414.97348,5.41397794,333.04298254602065,445.5559008,12.40991039,3.903202496,3.686074473,212.8185629,8.237091874,0
ocean,22723.80996,6.212264735,330.7896948,385.0189506,12.06253381,4.298580855,4.977323508,186.9442114,6.574083864,0
river,30042.92851,7.467623829,309.6145601,465.4998707,11.05409287,3.875019781,3.736379595,188.8541693,7.33810761,0
lake,20227.64378,6.340534135,368.9412139,346.5203097,15.26672628,4.060269299,3.644106894,146.6272367,4.851103882,0
ocean,17862.14273,7.995890069,299.4027729,428.9480234,12.23090783,4.246161512,2.691485135,223.3329586,6.917920216,0
ocean,8238.290038,7.692413006,289.9213805,284.7744589,11.86848044,3.967934559,4.074387228,226.4275859,6.709336439,0
river,17475.46775,5.194783894,363.3087554,641.5860871,17.18318017,3.735681257,4.568843223,170.5712978,6.894050879,0
lake,12978.19713,6.908571954,319.3820023,486.6379375,14.35134051,8.904009859,3.701895298,278.0814463,9.864727092,0
lake,8201.362113,8.293018015,346.85156377682335,461.2097797,12.87796036,4.244929858,3.826063248,233.8562191,8.039696863,0
ocean,15120.92472,3.124832555,341.11685787747075,498.9335185,14.83662396,3.765104905,3.226035359,218.0195299,9.824706476,0
river,13345.3691,6.566928594,295.7742178,462.4397372,12.00232293,4.344082878,3.311808138,263.6327218,9.831401691,0
ocean,18533.33783,6.083267856,336.2964131,491.4779238,13.53126371,9.168793897,4.063276428,176.9396759,6.528479453,0
river,24252.45882,7.254980811,282.6935021,482.2944042,10.61155551,4.263657451,5.95232482,146.7899381,4.09141145,0
river,32875.19206,10.89666275,337.5062107,414.9020172,12.99782291,4.260810271,3.341369291,193.2826017,6.175164949,0
ocean,12726.29864,10.32655757,356.4154339,506.3759338,11.33748863,4.25455846,3.368532611,257.2313286,8.736126384,0
ocean,24560.70061,7.04232643,372.6944654,395.4043622,14.25330768,3.737058846,3.7927771,229.5404126,9.152284709,0
river,22577.81894,5.690078271,338.8971999,573.8147436,15.31551466,3.9115006,3.399047914,143.2999595,6.317576554,0
ocean,34933.7844,5.427532729,332.1960482,411.3020866,11.66599465,4.115485053,4.320683961,175.4607816,7.191493719,0
lake,10498.63515,7.722560987,322.5210354,467.0904246,21.23397837,4.236475319,4.129984995,187.7870171,6.17251737,0
river,14153.64338,5.02002691,333.4992027,311.7970421,10.77632094,4.250130947,3.436985824,215.9127233,9.076317994,0
river,19258.80307,5.69606391,395.7285408,467.0884417,10.4540293,4.314537186,3.461350424,222.9651976,8.85411954,0
lake,23793.03136,5.332099117,333.1981907,461.5304456,13.5573812,4.120194895,4.145806702,179.8059924,6.768060049,0
river,33037.35339,2.726765626,358.5564707,631.4986231,17.33315332,4.236758446,2.847875248,183.9078604,8.543216837,0
lake,17156.33671,6.253179732,346.7052091,410.3224303,18.62712569,8.860582656,3.182805359,251.8066655,9.564853066,0
river,43195.47367,6.570596052,322.5165819,287.2860574,11.23040822,4.288008231,3.668220483,150.07609,5.49978773,0
lake,33473.11252,8.407449954,319.2536314,484.2798902,16.81276697,9.115254527,5.375901894,175.1571552,5.195920669,0
river,23112.50444,9.502809435,332.3319845,449.3616793,14.45859092,4.26268296,3.571862512,197.6021251,7.283913577,0
lake,14343.42321,9.690213096,333.5645874,409.1135118,14.74123956,4.177209823,3.741067233,185.403976,5.872439859,0
river,25363.01659,7.728601254,377.5432914,568.3046706,13.62662391,4.34318623,4.732953571,158.3187408,5.735723555,0
ocean,26369.02657,9.771211536,347.8937385,453.7059933,13.25468908,4.12806585,5.080497555,176.0314499,6.158424006,0
lake,41569.95199,5.311112032,321.3205511,342.5013872,13.79253517,4.01572559,3.336582332,191.7736202,7.294364433,0
river,7450.074375,8.727110118,338.7831902059047,396.0527818,11.38395352,4.333615213,4.780615832,212.4291243,7.054266774,0
lake,23257.20883,8.279275414,293.1607997,391.8413032,8.92359387,4.238684591,3.465637836,142.2720842,3.148712285,0
lake,31883.01031,8.312484093,350.6817323,550.817564,15.63226808,4.296705441,4.571823611,162.8900831,5.665266377,0
ocean,7929.504749,8.832389881,373.4635441,348.6185433,14.10587158,8.902652162,4.408559684,245.7196095,8.310938776,0
ocean,24548.5983,5.379860573,332.926900721433,365.4008092,12.49518937,4.385712626,4.569760036,206.8278179,7.096098311,0
lake,20425.76649,8.171994841,380.0781732,333.1565382,14.5378502,4.147037543,3.729873301,199.1075048,7.957113516,0
ocean,8136.071591,6.286357794,310.7611598,518.7327779,15.18634236,3.94810443,4.880119768,218.8248126,7.400238581,0
ocean,26373.49543,5.651588765,331.3415860431032,468.472601,8.623794838,9.274237632,5.375156609,151.0859374,5.681810748,0
ocean,23961.50453,4.724373099,337.4063418,476.5794564,17.21367608,4.189290444,3.712472834,224.3471475,8.394509585,0
river,27352.34341,7.676323151,349.995746,388.1377538,12.61173596,8.793487397,4.596923506,227.6862066,8.528292138,0
lake,21919.59344,7.08537701,335.8583694,287.5729466,17.45988792,3.870227019,3.848306967,178.2980513,6.238053654,0
river,18909.84601,8.494235192,328.7473154,427.182531,13.3000239,3.973351733,3.728785237,186.1783756,5.870615501,0
river,26755.71884,6.533468857,316.5414683,505.1220153,21.31960739,4.112942927,3.117918258,176.857122,6.433726195,0
ocean,9323.21829,9.387522328,325.4669827,450.4413518,12.42337951,4.316341131,4.914809132,200.9162625,6.069363894,0
ocean,9632.730976,11.29939021,326.1570433,439.1213011,21.1579914,3.715927737,3.673135983,229.3393324,6.660461917,0
ocean,31920.58469,5.71431171,334.243304,436.3969952,15.22096657,3.792349297,4.744006691,188.2218125,7.506111457,0
river,14704.90625,7.90576867,305.8077374,429.7662233,15.01813769,3.826194874,5.075214288,192.0413691,5.895145558,0
lake,12812.55712,10.90868669,341.95309613471045,421.2968495,8.010420329,4.383095218,4.065148002,218.9072878,6.449236657,0
ocean,31295.90241,4.425026226,327.06541950756423,411.6160703,14.06605748,4.359087944,3.750446965,183.4026482,7.12263744,0
river,38767.75637,6.608099752,310.0149507,382.6222745,15.8969581,4.06383084,2.590635463,214.1073248,8.558663124,0
ocean,22981.74941,8.297074094,372.0373589,260.5661636,13.05403007,4.212919365,3.424250049,121.0363186,4.624304291,0
lake,17279.9622,8.927043243,337.20737638194123,413.2483341,12.73981847,8.90932319,5.075519616,192.1210523,6.091382724,0
ocean,20269.73128,7.050728842,374.1816743,567.7842757,15.58720585,4.040169324,4.639386555,240.3488204,9.658661976,0
lake,15513.01258,6.046110608,339.08440511867315,421.060326,8.320276395,4.003244688,4.40881194,200.099013,8.115624507,0
river,10343.37885,7.771205679,324.3831702,521.320673,16.17373017,4.237679024,2.988611444,206.249937,6.914868152,0
ocean,24266.51789,6.844850276,326.2547013,500.3864689,13.37336915,4.203334342,3.935513837,188.7993021,7.337924402,0
lake,24145.38576,7.925886801,364.0814124,464.108595,15.46525641,4.264169527,4.399902313,212.317666,7.766114454,0
ocean,10823.30037,8.418958241,317.3013687,426.1752532,8.07715615,3.917410757,3.167712353,240.077927,8.433974836,0
ocean,13376.68047,6.866434553,333.8024747,508.6811449,16.58620538,8.830749913,4.958936841,184.0746276,6.891549222,0
ocean,12767.65623,8.93974815,323.7428268,499.9375021,12.41542979,4.00906952,4.903632079,190.5515721,5.946160789,0
lake,9844.702293,9.765920759,320.630725,466.5925435,19.15626102,4.082024055,4.038983502,207.4224363,6.363836378,0
river,19693.90677,7.146139714,336.0119081,285.9980485,14.29857879,3.852565163,4.734873907,149.9550474,5.331799285,0
river,22523.12455,6.668868088,286.9439221,330.0447146,17.74409576,4.367138913,3.94662054,224.1749356,8.466013448,0
lake,36990.95595,5.101158421,316.26840829846367,590.507222,18.73638048,3.247821903,4.363335813,192.1452539,7.426274011,0
river,21871.78517,3.074316127,333.1333449160831,374.0216552,15.80445089,4.181842243,5.749585831,237.5826728,11.21913474,0
ocean,22624.03418,7.761108314,387.5188104,393.820412,10.10746247,4.030457751,3.664463031,152.1152127,6.559627885,0
ocean,12610.93631,9.507584645,345.1392345,343.2427106,12.76906982,8.857493178,5.114128668,227.3161279,7.539337776,0
river,20129.35879,5.182435715,329.5021044,356.4767227,11.88286121,3.843889614,2.987671524,197.7790469,8.849702725,0
ocean,12723.3421,6.672340965,380.9456027,360.1074405,14.17531654,4.261970819,5.044306092,211.6638524,7.682762474,0
lake,18460.67893,8.727866524,335.95310223226284,353.6042916,13.93942471,4.31736196,3.932210321,181.5898853,6.448191032,0
ocean,14945.29566,6.02681657,341.26942939626053,482.4062361,6.747761289,8.86607511,3.674225442,223.0578346,7.76618666,0
river,17940.09908,7.149052944,334.67362113243496,337.7135686,23.66766678,4.30721507,3.749009258,244.4613421,9.756577628,0
lake,17851.06402,7.462757885,332.4867311,398.7797464,17.30161654,4.175467238,4.573968265,182.8851372,6.406797813,0
river,28966.56933,6.179855165,330.3538943059257,361.705354,14.55422004,4.120860393,4.400705862,228.5228602,8.445219159,0
river,17101.95157,8.652210468,322.8922523,360.6480784,7.848312949,4.276346639,4.327356027,116.3382781,4.137044913,0
river,23673.10061,8.407497057,332.4276620953116,232.613624,18.45940779,4.127030998,5.040460815,233.3007587,7.675913621,0
river,17121.50592,9.536011426,374.7758756,378.8738546,10.97215006,4.163455369,5.956753498,170.4963111,5.70110097,0
river,41243.03803,6.669920258,325.54446844471755,486.8060508,13.49078768,4.195190782,4.161585515,177.5099898,6.376576427,0
river,17638.32247,10.52585777,334.791845050722,461.9289812,12.53168428,3.826200231,4.523106008,190.6699278,5.517737316,0
lake,19639.796,7.75350238,305.3829137,456.5122738,16.86472165,8.826229769,4.290435046,131.3962531,3.854617678,0
lake,16642.88418,11.22439457,337.88414369751433,555.9329912,15.15462769,8.831553653,4.169005267,253.8409045,7.558076302,0
ocean,11694.63529,9.273679482,375.5055831,356.8058547,15.18450917,8.794598136,3.830577272,214.2930323,7.387433763,0
river,20019.26121,8.344391016,373.5977905,375.0728751,11.43597972,3.400985236,4.113536187,193.7211194,7.763415107,0
lake,17045.60009,8.815844633,346.7418224,266.3577439,15.93005092,8.867874538,4.321856147,192.4679546,7.509350205,0
river,19003.9639,6.25089349,305.8497968,518.1018161,15.77243798,9.173993629,4.432270873,155.4877245,5.057270546,0
lake,19231.03329,6.54168146,339.3714799,468.3769554,19.74907906,4.139811431,2.747332827,163.4968949,5.859690474,0
ocean,41801.44184,3.409575836,337.0471082,461.076821,13.71550393,3.763015261,4.522599229,184.8696062,8.891674051,0
ocean,24755.96026,4.711350413,299.797515,387.5894272,15.36359878,4.27420815,3.730899269,244.2093846,10.15421907,0
river,25475.88484,9.914965569,331.7214038617904,372.8039093,12.05443924,3.968261553,4.781323094,221.5753473,7.683156515,0
river,16242.06028,8.20410214,350.1080935,331.6738244,13.11496542,4.113528504,2.930364596,225.3141509,7.455541163,0
river,27547.80706,7.569543693,296.0021941,521.5615613,16.29583717,3.81305428,2.860992949,150.4512796,4.81183249,0
river,13463.85242,8.253966478,336.4272342416958,401.509481,13.36177755,3.988111512,3.513255496,182.4401599,5.720136479,0
ocean,18743.22249,9.160739639,361.2211655,457.5515592,21.56448866,9.10227964,5.215590495,276.6997645,9.961503137,0
river,13691.09497,6.83595144,328.2402892,261.4352152,18.40613902,4.022707545,3.281920559,120.7854495,3.230973106,0
river,7105.800709,9.840540425,321.6860585,437.8795085,12.87159907,4.378671702,4.635243483,286.5679908,10.18843265,0
ocean,28630.95442,8.711705729,302.3157593,437.3669088,11.92755244,4.37671808,3.803723818,229.7762645,7.399811394,0
ocean,26912.22842,5.766780236,274.6461166,467.7523179,12.37668596,9.019628907,3.744203632,256.2733925,9.271668544,0
lake,7028.839617,8.987042737,317.8298136,289.5375295,8.069436301,4.16921931,4.1389944,169.9439136,4.704183667,0
river,14799.31146,6.164048564,366.1479915,416.8703326,8.954519549,4.298920527,5.148137888,218.1726596,8.65479265,0
lake,27405.31621,6.491360268,326.4512233874073,494.6204407,8.716667103,4.04635898,4.356279098,228.1114626,8.018771949,0
river,13197.56681,6.007956224,334.0542887,605.4657471,14.86137709,9.294980925,3.688298056,229.6084993,8.189363356,0
lake,18254.11066,6.113973912,336.1725394898384,294.5828325,12.90875475,9.062111164,4.5987865,230.4300559,9.341091803,0
ocean,9559.547392,7.84706647,349.8243904,496.8728455,11.45762389,4.128915527,3.904269955,153.5062323,4.89196004,0
lake,4440.277357,9.507303262,350.8469601867653,316.9217755,17.76639712,3.998956208,3.358060807,211.7658865,6.056817845,0
river,19271.90312,6.391438921,316.4956306,469.8950016,11.97141687,4.143207156,4.401152242,146.7620233,5.655117422,0
lake,17645.06534,7.14135963,336.819527697466,634.1181328,21.97715822,3.534541615,4.636738763,164.7080349,7.890263353,0
lake,17083.17509,5.878992533,337.41642312345977,400.3307976,14.06336966,4.180041917,4.256415421,298.0986795,11.90773983,0
river,12138.42295,10.52055501,360.2955743,437.5154214,15.95268036,4.232344035,5.587395988,270.2095492,8.811472248,0
lake,40528.80535,6.489951186,312.5101545741556,392.1091455,15.7933917,4.245597379,3.504750791,113.0244717,4.12658131,0
ocean,28628.15186,5.073073966,329.3829332103982,465.5548937,12.20195002,4.203346197,4.085054788,149.1716903,5.735358659,0
river,18419.13288,8.323329912,308.006321,396.3765543,13.49253565,8.855750615,4.519209518,237.5192505,8.000775801,0
river,21768.64074,4.751004539,387.2455523,435.5233975,11.87518416,4.043561621,3.830698864,191.5268744,8.77504747,0
lake,26030.61851,7.108973653,327.91156331901175,368.2844944,14.3835847,4.263703302,3.392656701,222.9500368,8.303831038,0
ocean,17739.19896,9.111721943,309.7875155,413.1586361,12.30710887,8.997230255,5.056378662,191.767047,5.082241432,0
river,10112.20732,6.536992176,309.4511867,441.5940268,11.43817528,4.363202986,3.721425933,184.0317758,5.813546488,0
river,16017.6119,8.214713559,335.4267741593582,580.8707591,10.60328,9.127635858,3.676245975,141.300305,3.422394164,0
lake,14467.78593,6.15909513,340.19474829781143,427.0409817,14.42340359,4.051095777,2.499831969,148.6079443,5.913374864,0
river,8213.772245,9.332861242,338.48400414712154,501.0185347,11.59070662,9.058325496,4.77880815,236.2788665,6.78302374,0
ocean,18321.3275,6.712854186,297.8371878,494.4842495,13.8089233,4.272689131,4.952508247,205.6677185,6.836059947,0
river,28392.42498,8.440399978,330.5788209320129,386.1040002,13.83187677,4.315146116,3.616700535,136.5577849,4.884388229,0
river,16403.95238,7.093310282,313.1681338,413.2089485,15.37561622,3.516959151,2.402337211,225.1068358,7.819659154,0
ocean,14400.71863,9.46128508,341.74251138260803,483.7457161,7.897724429,4.023813785,4.392257325,156.4229409,4.556656719,0
river,32358.5386,6.346378214,341.3464431,490.6252913,12.53746628,4.136467759,2.642003806,189.4479647,7.333003447,0
river,27022.7085,6.176786259,331.11542066785023,497.5236046,18.70427854,4.106445025,3.762682466,196.5339601,7.114386719,0
lake,16079.36125,5.433802468,331.8568921,311.7729001,15.70370723,4.007571554,4.284387096,170.2270798,6.376950464,0
river,17416.80178,6.665873261,342.7208077,505.6774089,19.74281527,4.088637137,1.872572601,248.3760156,9.338235018,0
river,14179.62274,8.12826238,318.3565023,335.2405112,16.66490001,3.899084802,4.374796522,278.2317536,8.93387761,0
lake,11877.23665,9.624699427,365.3488403,363.8034765,14.92405807,3.740555507,4.776536255,196.1962133,6.838816707,0
river,20411.66438,9.753766228,336.4048187,368.359984,11.09587801,4.216858966,4.362033669,183.573783,5.600876517,0
lake,24196.26441,7.15534378,321.4421133,525.9000949,13.47814984,4.111828985,2.292573781,179.3972322,6.102533306,0
lake,30453.62319,6.06011893,297.5127991,476.9167256,14.97396965,3.871469505,4.372333382,189.0315882,6.490922996,0
ocean,20098.19952,6.456555757,344.1272534,555.9197962,9.028358906,4.381189989,3.881793835,197.7451412,8.50697907,0
lake,17465.34558,6.309195827,355.1647923,300.9334915,13.17806888,8.803775588,3.290105906,196.4523025,7.413288341,0
ocean,16409.93656,5.739025428,339.9970745445368,402.7994967,13.90608196,9.136652664,4.351335081,190.8902193,7.586235788,0
ocean,4425.42644,8.211762262,293.078666,268.4408502,18.42298541,4.240955376,4.417193561,249.5893587,7.103348375,0
river,11684.11164,9.97480788,301.4297473,503.9103898,8.741257762,4.347832299,3.629217768,129.8639728,2.376768076,0
river,17017.42996,7.417040992,335.6524539,483.6580284,14.53285431,4.205248371,4.29973216,215.4395235,7.514835666,0
ocean,24741.535,9.248499178,332.759293804051,402.115616,15.53597901,8.956579976,3.637894581,225.3977869,7.445189293,0
river,23031.21581,5.56017947,358.9330887,567.4636696,11.50580332,4.123480251,3.633760608,136.2950366,4.835297728,0
river,27824.19048,7.100523371,343.0579753,433.4498994,18.65888632,3.994593462,5.703962807,248.1328614,8.376279725,0
river,16769.89055,4.745340497,292.4192469,478.1667105,14.18985646,8.838991734,3.58543125,213.0664067,7.945909069,0
ocean,25521.88922,3.830238422,326.9079236,461.9588119,16.61145787,9.31501762,3.831540451,202.4195048,8.727778876,0
river,11339.16605,8.888347449,317.2791232,531.7689878,11.67431809,3.899104919,4.366860919,207.2671327,6.089430846,0
lake,14702.05907,6.55710482,313.8662822,525.0310202,12.63018164,9.3875564,3.08421564,191.3894225,7.172323075,0
river,18881.79518,4.275693047,334.30470253805623,384.7291624,15.12105523,4.034377598,3.408299588,236.5324042,8.332953485,0
lake,13490.60815,7.499916848,338.5849212,524.1080236,14.14398937,4.248727211,4.825179226,152.9075606,4.563370643,0
ocean,22581.22449,12.65336202,289.1268457,599.7292459,8.38640745,3.925108093,5.461473096,173.6777021,3.676844993,0
lake,24974.69277,7.296281894,329.0332721302878,453.1669866,12.52967959,4.117979966,4.034040701,208.4023672,7.889079735,0
ocean,16113.01055,8.306926277,340.25501848794744,363.4718511,12.09451301,4.327024838,4.401412624,188.1559799,5.525768545,0
river,32886.5289,7.689304574,328.81821206768984,337.3880348,23.10801589,4.345031546,4.130972247,159.6955543,4.858055602,0
river,31528.94869,6.387037208,335.3488807,380.5782648,19.07399551,4.342545826,4.333401737,186.1996804,7.117578658,0
river,22411.00686,5.283593552,343.0803772,593.4836023,12.27307332,4.33409888,3.080865919,200.0027932,7.822257363,0
river,13351.41383,8.603926762,321.7869653,387.5218331,7.809444539,4.36791781,2.613532097,155.8293504,4.334057806,0
lake,21179.76259,7.717662268,343.0473837,753.3426196,16.91790079,4.117996505,3.118039454,246.0664756,8.839583902,0
ocean,9265.104948,9.272066267,358.5471475,464.5733382,11.22081749,4.228963824,3.530573616,160.4320288,5.290666877,0
ocean,25337.12296,3.715065352,362.4846036,315.189948,12.13242545,4.19720082,3.306392909,182.6466585,7.873271693,0
river,30656.16311,4.737825631,329.6919795306721,525.884833,14.56781892,4.07451632,4.308569821,173.2728182,7.148440932,0
river,16431.2049,7.283454217,387.9046319,419.0973061,11.81485238,8.93888961,3.466264458,171.7515509,5.654118943,1
ocean,19617.30849,7.396472119,321.8652502,391.6674664,18.45395077,3.857479462,2.670976747,173.4462138,6.418203057,1
lake,26296.9483,7.339173311,354.2505548,397.5364707,22.13995838,3.961478946,3.815227609,199.7768139,6.848000113,1
